42	1.000	-70.000	
42	2.000	-70.000	
42	3.000	-69.139	
42	4.000	-68.502	
42	5.000	-68.170	
42	6.000	-66.696	
42	7.000	-65.131	
42	8.000	-64.811	
42	9.000	-64.446	
42	10.000	-64.424	
42	11.000	-63.671	
42	12.000	-63.406	
42	13.000	-62.762	
42	14.000	-61.496	
42	15.000	-60.612	
42	16.000	-59.953	
42	17.000	-58.857	
42	18.000	-58.225	
42	19.000	-59.602	
42	20.000	-62.372	
42	21.000	-65.233	
42	22.000	-65.991	
42	23.000	-65.836	
42	24.000	-65.575	
42	25.000	-63.637	
42	26.000	-65.788	
42	27.000	-68.094	
42	28.000	-71.339	
42	29.000	-73.504	
42	30.000	-74.166	
42	31.000	-73.263	
42	32.000	-73.223	
42	33.000	-72.329	
42	34.000	-70.174	
42	35.000	-68.519	
42	36.000	-67.701	
42	37.000	-66.903	
42	38.000	-65.069	
42	39.000	-64.168	
42	40.000	-63.032	
42	41.000	-61.877	
42	42.000	-61.368	
42	43.000	-61.359	
42	44.000	-60.980	
42	45.000	-60.365	
42	46.000	-61.549	
42	47.000	-60.828	
42	48.000	-60.477	
42	49.000	-64.025	
42	50.000	-68.036	
42	51.000	-73.272	
42	52.000	-75.455	
42	53.000	-76.498	
42	54.000	-76.841	
42	55.000	-76.011	
42	56.000	-75.612	
42	57.000	-75.099	
42	58.000	-74.642	
42	59.000	-73.874	
42	60.000	-73.093	
42	61.000	-72.927	
42	62.000	-71.692	
42	63.000	-70.764	
42	64.000	-69.291	
42	65.000	-67.386	
42	66.000	-65.817	
42	67.000	-65.457	
42	68.000	-65.328	
42	69.000	-63.683	
42	70.000	-61.777	
42	71.000	-59.803	
42	72.000	-57.908	
42	73.000	-55.473	
42	74.000	-51.273	
42	75.000	-43.114	
42	76.000	-53.721	
42	77.000	-74.279	
42	78.000	-78.495	
42	79.000	-79.452	
42	80.000	-79.415	
42	81.000	-79.460	
42	82.000	-79.049	
42	83.000	-78.902	
42	84.000	-78.160	
42	85.000	-77.818	
42	86.000	-76.566	
42	87.000	-75.263	
42	88.000	-74.949	
42	89.000	-73.379	
42	90.000	-71.768	
42	91.000	-71.289	
42	92.000	-70.486	
