43	1.000	-70.000	
43	2.000	-69.903	
43	3.000	-68.451	
43	4.000	-66.890	
43	5.000	-66.274	
43	6.000	-65.448	
43	7.000	-64.507	
43	8.000	-63.385	
43	9.000	-63.124	
43	10.000	-63.113	
43	11.000	-62.395	
43	12.000	-61.705	
43	13.000	-61.788	
43	14.000	-60.823	
43	15.000	-59.791	
43	16.000	-59.353	
43	17.000	-59.037	
43	18.000	-58.699	
43	19.000	-59.841	
43	20.000	-61.778	
43	21.000	-63.390	
43	22.000	-64.542	
43	23.000	-65.554	
43	24.000	-65.864	
43	25.000	-67.583	
43	26.000	-68.425	
43	27.000	-68.895	
43	28.000	-69.227	
43	29.000	-69.336	
43	30.000	-69.685	
43	31.000	-69.185	
43	32.000	-69.021	
43	33.000	-68.929	
43	34.000	-67.886	
43	35.000	-66.513	
43	36.000	-65.182	
43	37.000	-63.761	
43	38.000	-63.066	
43	39.000	-61.541	
43	40.000	-60.167	
43	41.000	-60.127	
43	42.000	-60.138	
43	43.000	-59.733	
43	44.000	-59.934	
43	45.000	-60.955	
43	46.000	-61.628	
43	47.000	-62.068	
43	48.000	-62.151	
43	49.000	-62.296	
43	50.000	-62.954	
43	51.000	-63.140	
43	52.000	-63.404	
43	53.000	-64.000	
43	54.000	-65.745	
43	55.000	-68.561	
43	56.000	-70.746	
43	57.000	-72.729	
43	58.000	-73.705	
43	59.000	-73.887	
43	60.000	-73.115	
43	61.000	-73.083	
43	62.000	-73.530	
43	63.000	-72.931	
43	64.000	-72.084	
43	65.000	-71.356	
43	66.000	-70.288	
43	67.000	-68.388	
43	68.000	-66.325	
43	69.000	-65.625	
43	70.000	-64.645	
43	71.000	-63.287	
43	72.000	-62.028	
43	73.000	-61.497	
43	74.000	-60.878	
43	75.000	-60.605	
43	76.000	-61.277	
43	77.000	-62.312	
43	78.000	-62.476	
43	79.000	-62.404	
43	80.000	-62.467	
43	81.000	-63.353	
43	82.000	-63.196	
43	83.000	-63.068	
43	84.000	-63.994	
43	85.000	-64.326	
43	86.000	-64.191	
43	87.000	-63.741	
43	88.000	-62.426	
43	89.000	-61.854	
43	90.000	-62.031	
43	91.000	-61.242	
43	92.000	-60.308	
43	93.000	-59.860	
43	94.000	-58.691	
43	95.000	-58.158	
43	96.000	-57.679	
43	97.000	-57.378	
43	98.000	-57.079	
43	99.000	-57.419	
43	100.000	-58.347	
43	101.000	-59.689	
43	102.000	-61.965	
43	103.000	-63.702	
43	104.000	-64.913	
43	105.000	-64.791	
43	106.000	-65.039	
43	107.000	-64.478	
43	108.000	-64.488	
43	109.000	-64.100	
43	110.000	-63.960	
43	111.000	-63.693	
43	112.000	-63.884	
43	113.000	-63.622	
43	114.000	-63.264	
43	115.000	-63.109	
43	116.000	-63.399	
43	117.000	-64.477	
43	118.000	-64.509	
43	119.000	-64.523	
43	120.000	-64.754	
43	121.000	-65.632	
43	122.000	-66.383	
43	123.000	-67.217	
43	124.000	-67.707	
43	125.000	-68.211	
43	126.000	-68.548	
43	127.000	-69.475	
43	128.000	-69.197	
43	129.000	-70.049	
43	130.000	-71.230	
43	131.000	-71.304	
43	132.000	-70.698	
43	133.000	-70.425	
43	134.000	-69.122	
43	135.000	-67.944	
43	136.000	-66.341	
43	137.000	-65.781	
43	138.000	-65.342	
43	139.000	-64.399	
43	140.000	-64.745	
43	141.000	-63.854	
43	142.000	-62.960	
43	143.000	-64.074	
43	144.000	-65.768	
43	145.000	-67.178	
43	146.000	-68.243	
43	147.000	-69.880	
43	148.000	-70.720	
43	149.000	-71.275	
43	150.000	-71.213	
43	151.000	-70.518	
43	152.000	-68.843	
43	153.000	-67.680	
43	154.000	-67.603	
43	155.000	-67.421	
43	156.000	-67.145	
43	157.000	-66.950	
43	158.000	-66.374	
43	159.000	-65.333	
43	160.000	-64.359	
43	161.000	-63.661	
43	162.000	-63.419	
43	163.000	-63.268	
43	164.000	-62.475	
43	165.000	-62.121	
43	166.000	-61.467	
43	167.000	-60.516	
43	168.000	-60.838	
43	169.000	-60.426	
43	170.000	-61.795	
43	171.000	-62.879	
43	172.000	-63.536	
43	173.000	-64.498	
43	174.000	-65.355	
43	175.000	-65.330	
43	176.000	-64.770	
43	177.000	-65.070	
43	178.000	-65.627	
43	179.000	-65.802	
43	180.000	-65.960	
43	181.000	-65.877	
43	182.000	-66.168	
43	183.000	-66.878	
43	184.000	-67.563	
43	185.000	-68.896	
43	186.000	-69.254	
43	187.000	-69.680	
43	188.000	-69.140	
43	189.000	-68.980	
43	190.000	-69.629	
43	191.000	-69.856	
43	192.000	-69.508	
43	193.000	-68.881	
43	194.000	-68.140	
43	195.000	-67.881	
43	196.000	-67.624	
43	197.000	-65.681	
43	198.000	-64.440	
43	199.000	-64.145	
43	200.000	-63.243	
43	201.000	-63.856	
43	202.000	-64.086	
43	203.000	-65.370	
43	204.000	-65.934	
43	205.000	-66.857	
43	206.000	-67.204	
43	207.000	-66.981	
43	208.000	-66.678	
43	209.000	-67.449	
43	210.000	-67.556	
43	211.000	-67.831	
43	212.000	-68.148	
43	213.000	-68.357	
43	214.000	-69.196	
43	215.000	-69.742	
